Node_ID           X-Coord            Y-Coord           
NODO1437         5654625.348        6146181.578       
NODO1438         5654630.549        6146249.783       
NODO1441         5654572.166        6146469.802       
NODO1442         5654516.573        6146515.773       
NODO1444         5654508.565        6146640.055       
NODO1445         5654552.692        6147534.725       
NODO1447         5654546.381        6147673.005       
NODO1449         5654670.018        6147760.820       
NODO1452         5654915.704        6147754.301       
NODO1454         5654990.261        6147785.466       
NODO1455         5655020.883        6147854.304       
NODO1458         5655171.388        6147995.409       
NODO1460         5655255.200        6148135.319       
NODO1462         5655344.895        6148238.136       
NODO1465         5655497.500        6148491.500       
NODO1467         5655471.520        6148626.301       
NODO1468         5655497.223        6148724.002       
NODO1471         5655508.564        6148939.697       
NODO1474         5655538.465        6149174.145       
NODO1475         5655517.824        6149262.326       
NODO1476         5655538.870        6149331.791       
NODO1477         5655596.724        6149359.061       
NODO1478         5655634.646        6149402.048       
NODO1482         5655740.080        6149735.233       
NODO1485         5655735.679        6149968.082       
NODO1487         5655739.188        6150059.193       
NODO1489         5655677.518        6150202.277       
NODO1492         5655539.975        6150370.772       
NODO1494         5655460.168        6150491.962       
NODO1498         5655487.042        6150866.035       
NODO1502         5655636.922        6151118.253       
NODO1506         5655091.290        6152026.784       
NODO1507         5655093.853        6152093.167       
NODO1510         5655250.471        6152369.048       
NODO1512         5655202.202        6152469.066       
NODO1515         5654477.465        6156200.599       
NODO1516         5654451.051        6156281.495       
NODO1518         5654459.896        6156521.087       
NODO1520         5654402.887        6156622.920       
NODO1522         5654454.505        6156912.305       
NODO1524         5649798.131        6146049.657       
NODO1536         5650323.676        6146817.702       
NODO1537         5650367.706        6146897.818       
NODO1544         5651600.891        6149283.356       
NODO1545         5651554.445        6149350.009       
NODO1547         5651559.856        6149461.180       
NODO1554         5651799.084        6149957.012       
NODO1557         5651931.971        6150206.972       
NODO1559         5651972.889        6150293.441       
NODO1562         5652034.072        6150446.569       
NODO1563         5652386.213        6151176.647       
NODO1564         5652423.199        6151237.889       
NODO1565         5652455.426        6151288.858       
NODO1566         5652506.916        6151346.656       
NODO1567         5652582.729        6151369.869       
NODO1568         5652623.319        6151426.786       
NODO1569         5652686.939        6151459.746       
NODO1570         5652757.783        6151446.245       
NODO1572         5652841.786        6151340.022       
NODO1575         5652952.750        6151498.584       
NODO1577         5652999.175        6151572.651       
NODO1578         5653097.141        6151694.354       
NODO1579         5653154.533        6151770.552       
NODO1580         5653197.268        6151832.813       
NODO1581         5653224.175        6151901.131       
NODO1583         5653354.003        6151987.109       
NODO1587         5653690.349        6152187.585       
NODO1590         5653946.814        6152344.167       
NODO1591         5653959.748        6152430.725       
NODO1595         5653812.349        6152660.901       
NODO1596         5653774.662        6152719.467       
NODO1599         5653581.127        6153024.796       
NODO1600         5653576.332        6153095.573       
NODO1601         5653620.280        6153161.788       
NODO1605         5653830.179        6153400.135       
NODO1606         5653802.202        6153461.106       
NODO1607         5653841.263        6153551.314       
NODO1612         5654067.564        6153897.396       
NODO1613         5654109.323        6154055.888       
NODO1618         5654024.804        6156869.151       
NODO1619         5654100.810        6156964.834       
NODO1621         5654303.250        6157222.189       
NODO1623         5650160.536        6159384.665       
NODO1626         5650338.686        6159519.604       
NODO1627         5650381.809        6159545.496       
NODO1630         5650546.225        6159701.595       
NODO1631         5650594.103        6159761.770       
NODO1634         5650780.890        6159994.912       
NODO1636         5650921.335        6160165.987       
NODO1809         5652175.497        6161669.288       
NODO1810         5652232.301        6161724.050       
NODO1814         5653921.630        6163513.072       
NODO1816         5654059.832        6163666.389       
NODO1818         5654197.272        6163834.961       
NODO1820         5654350.430        6164005.743       
NODO1823         5653517.292        6160629.581       
NODO1824         5653581.864        6160698.318       
NODO1825         5653650.012        6160770.861       
NODO1826         5653744.379        6160862.427       
NODO1827         5653838.745        6160953.993       
NODO1829         5653941.393        6161048.374       
NODO1832         5654979.755        6152589.620       
NODO1835         5654827.587        6152786.949       
NODO1836         5654801.141        6152849.132       
NODO1840         5654546.249        6153086.526       
NODO1841         5654502.983        6153126.769       
NODO1844         5654394.817        6153483.103       
NODO1847         5654501.842        6153708.292       
NODO1850         5654596.773        6153935.289       
NODO1853         5654675.606        6154119.592       
NODO1856         5654802.872        6154334.490       
NODO1859         5654881.559        6154496.629       
NODO1860         5654939.580        6154782.118       
NODO1863         5654870.865        6155019.496       
NODO1864         5654849.626        6155082.728       
NODO1868         5654713.217        6155463.869       
NODO1871         5654620.260        6155750.545       
NODO1872         5654592.260        6155859.863       
NODO1873         5654049.778        6154130.443       
NODO1876         5653938.189        6154398.185       
NODO1879         5653963.306        6154660.078       
NODO1881         5654109.227        6154900.106       
NODO1885         5652014.595        6150498.593       
NODO1886         5652011.807        6150575.080       
NODO1889         5652116.478        6150750.347       
NODO1892         5652253.781        6150949.418       
NODO1896         5655577.707        6151322.345       
NODO1898         5655392.921        6151480.923       
NODO1899         5655248.542        6151531.523       
NODO1900         5655215.108        6151603.384       
NODO1902         5655224.219        6151759.620       
NODO1905         5654447.647        6146881.727       
NODO1906         5654457.041        6146958.025       
NODO1908         5654541.758        6147076.021       
NODO1909         5654539.527        6147154.310       
NODO1913         5654621.713        6147375.497       
NODO1915         5654606.369        6147498.823       
NODO1984         5654593.423        6144426.597       
NODO1985         5649673.479        6145316.016       
NODO1989         5649634.095        6145584.241       
NODO1990         5649619.669        6145683.811       
NODO1991         5649604.364        6145783.909       
NODO1993         5649585.541        6145908.460       
NODO1997         5649747.035        6144786.623       
NODO2000         5649712.906        6145031.679       
NODO2019         5654930.280        6143436.816       
NODO2022         5654874.191        6143673.049       
NODO2025         5654770.757        6143896.248       
NODO2028         5654656.930        6144082.496       
NODO2029         5654665.509        6144093.549       
NODO2032         5654642.743        6144316.748       
NODO2041         5653515.719        6147795.087       
NODO2044         5653790.293        6147717.910       
NODO2048         5654021.579        6147651.698       
NODO2051         5654273.149        6147581.364       
NODO2054         5654515.071        6147514.823       
NODO2055         5653208.716        6159985.162       
NODO2056         5653241.774        6160103.576       
NODO2057         5653274.833        6160221.991       
NODO2058         5653307.891        6160340.405       
NODO2060         5653229.284        6160105.339       
NODO2062         5652986.577        6144178.607       
NODO2065         5653147.911        6144353.710       
NODO2068         5653382.979        6144477.480       
NODO2069         5653475.108        6144564.703       
NODO2070         5653560.141        6144602.060       
NODO2071         5653578.185        6144659.107       
NODO2073         5653722.767        6144665.906       
NODO2076         5653947.029        6144777.339       
NODO2078         5654097.539        6144820.717       
NODO2079         5654141.646        6144750.341       
NODO2082         5654330.507        6144871.573       
NODO2083         5654303.228        6144952.984       
NODO2084         5654366.831        6144984.888       
NODO2126         5654394.927        6144716.149       
NODO2127         5654390.238        6144810.678       
NODO2129         5654409.435        6144945.284       
NODO2166         5654502.852        6144471.322       
NODO2167         5649000.962        6139525.063       
NODO2170         5649122.880        6139602.140       
NODO2173         5649337.970        6139740.931       
NODO2177         5649557.046        6139879.091       
NODO2180         5649767.279        6140006.467       
NODO2183         5649970.452        6140132.644       
NODO2186         5650186.889        6140263.628       
NODO2188         5650331.730        6140351.225       
NODO2191         5650255.925        6140492.767       
NODO2194         5650476.240        6140647.835       
NODO2207         5654957.797        6154631.924       
NODO2210         5653643.005        6156064.384       
NODO2212         5648266.989        6155557.032       
NODO2213         5649420.817        6157581.801       
NODO2215         5649304.665        6157450.406       
NODO2216         5649113.349        6157607.007       
NODO2218         5649232.822        6157742.741       
NODO2219         5649514.814        6157501.331       
NODO2220         5649476.961        6157462.653       
NODO2222         5649326.819        6157662.271       
NODO2223         5649138.825        6157823.211       
NODO2224         5649044.827        6157903.681       
NODO2225         5648950.875        6157986.989       
NODO2228         5649888.419        6157125.097       
NODO2230         5648775.010        6158134.624       
NODO2231         5649529.235        6157336.607       
NODO2232         5649494.658        6157106.162       
NODO2233         5649396.431        6157191.258       
NODO2234         5649828.123        6156799.011       
NODO2236         5649661.906        6156955.974       
NODO2239         5649265.516        6157199.816       
NODO2241         5649080.890        6157339.570       
NODO2243         5648893.773        6157480.123       
NODO2245         5648866.031        6157716.452       
NODO2247         5648692.592        6157524.715       
NODO2248         5648617.369        6157434.338       
NODO2250         5648439.430        6157585.962       
NODO2251         5648357.393        6157655.641       
NODO2253         5648203.315        6157488.271       
NODO2254         5648116.296        6157568.513       
NODO2255         5648025.482        6157651.465       
NODO2256         5648509.299        6157672.384       
NODO2258         5649003.076        6156929.144       
NODO2259         5648910.980        6157012.163       
NODO2261         5648726.786        6157178.201       
NODO2262         5648637.706        6157258.698       
NODO2263         5648542.593        6157344.239       
NODO2265         5648358.399        6157510.277       
NODO2266         5648266.829        6157592.381       
NODO2267         5648214.663        6157636.073       
NODO2268         5648162.496        6157679.765       
NODO2270         5648190.596        6157319.142       
NODO2271         5648117.712        6157238.119       
NODO2272         5648052.616        6157150.431       
NODO2273         5648274.985        6157246.813       
NODO2274         5647963.399        6157226.792       
NODO2276         5648236.235        6157009.688       
NODO2277         5648190.529        6156960.391       
NODO2278         5648148.481        6156902.282       
NODO2280         5648381.063        6156905.517       
NODO2281         5648427.782        6156951.248       
NODO2282         5648339.115        6156846.225       
NODO2284         5648599.730        6156797.602       
NODO2286         5648771.677        6156643.955       
NODO2289         5648565.407        6156537.989       
NODO2290         5648484.714        6156609.120       
NODO2291         5648404.022        6156680.251       
NODO2292         5648333.239        6156746.965       
NODO2294         5648056.239        6156988.454       
NODO2296         5647888.978        6157138.756       
NODO2297         5648375.399        6156797.382       
NODO2299         5648236.123        6156648.230       
NODO2300         5648163.702        6156577.956       
NODO2301         5648127.075        6156605.512       
NODO2303         5647968.497        6156437.745       
NODO2304         5647889.207        6156353.862       
NODO2305         5649280.138        6156669.216       
NODO2307         5649389.618        6156562.411       
NODO2309         5649502.360        6156481.100       
NODO2312         5649308.553        6156487.083       
NODO2314         5649185.244        6156446.340       
NODO2315         5649262.531        6156375.623       
NODO2316         5649337.105        6156313.466       
NODO2317         5649424.280        6156238.250       
NODO2318         5649505.707        6156160.288       
NODO2321         5650365.975        6157664.722       
NODO2322         5650446.604        6157755.166       
NODO2323         5649764.785        6158032.582       
NODO2326         5649568.350        6158223.837       
NODO2327         5649905.295        6158627.532       
NODO2328         5649825.665        6158529.006       
NODO2329         5649768.126        6158457.686       
NODO2330         5649710.587        6158386.366       
NODO2331         5649652.842        6158314.778       
NODO2332         5649894.503        6158630.102       
NODO2334         5649722.990        6158433.461       
NODO2335         5649637.127        6158335.065       
NODO2336         5649479.852        6158132.961       
NODO2337         5649400.328        6158048.472       
NODO2339         5649267.941        6158164.325       
NODO2341         5650371.197        6158328.749       
NODO2343         5650558.215        6158147.324       
NODO2344         5650628.531        6158158.144       
NODO2345         5650682.584        6158216.110       
NODO2346         5650738.739        6158280.026       
NODO2347         5650822.383        6158370.424       
NODO2348         5650778.133        6158422.050       
NODO2350         5650181.634        6158180.606       
NODO2352         5650337.089        6158030.978       
NODO2353         5650414.817        6157956.164       
NODO2355         5649761.230        6158757.047       
NODO2356         5649697.720        6158823.166       
NODO2358         5649535.975        6158975.169       
NODO2360         5649743.270        6158897.613       
NODO2361         5649721.065        6158910.942       
NODO2362         5649674.480        6158857.583       
NODO2363         5649599.268        6159046.961       
NODO2364         5649636.208        6159016.125       
NODO2366         5649809.753        6159215.291       
NODO2367         5649904.380        6159138.142       
NODO2369         5649779.829        6159243.538       
NODO2370         5649739.011        6159198.314       
NODO2371         5649689.971        6159248.489       
NODO2372         5649640.931        6159298.664       
NODO2374         5649440.040        6158498.512       
NODO2376         5649243.189        6158663.391       
NODO2377         5649163.987        6158575.262       
NODO2378         5649084.785        6158487.134       
NODO2380         5648926.381        6158310.876       
NODO2381         5648847.243        6158226.736       
NODO2382         5648768.265        6158299.828       
NODO2383         5648683.596        6158392.959       
NODO2384         5648684.804        6158219.384       
NODO2386         5649098.611        6158156.842       
NODO2387         5649251.027        6158504.699       
NODO2389         5649767.283        6157881.178       
NODO2390         5649691.085        6157795.975       
NODO2391         5648548.569        6157164.633       
NODO2392         5648706.795        6157337.113       
NODO2393         5648983.508        6157094.732       
NODO2394         5649074.896        6157008.049       
NODO2396         5649200.037        6156160.424       
NODO2398         5649053.466        6156017.205       
NODO2400         5649375.758        6156000.681       
NODO2401         5649460.646        6155922.852       
NODO2402         5648639.160        6156291.155       
NODO2404         5648480.997        6156422.682       
NODO2405         5648412.155        6156502.242       
NODO2407         5648354.212        6156237.954       
NODO2408         5648288.379        6156298.130       
NODO2409         5648398.951        6156281.820       
NODO2411         5648124.480        6156136.717       
NODO2412         5648056.822        6156058.856       
NODO2413         5648310.958        6156342.498       
NODO2415         5648120.445        6156512.796       
NODO2417         5647933.847        6156681.673       
NODO2419         5647862.598        6156216.898       
NODO2421         5647672.952        6156384.483       
NODO2422         5647897.199        6156642.609       
NODO2423         5647813.918        6156720.622       
NODO2425         5647640.786        6156877.644       
NODO2426         5647743.082        6156634.664       
NODO2427         5647569.270        6156791.030       
NODO2429         5648023.272        6155493.357       
NODO2431         5647812.928        6155369.104       
NODO2433         5648067.862        6155665.646       
NODO2434         5648338.425        6155801.751       
NODO2437         5648738.151        6156044.574       
NODO2438         5648545.244        6156073.782       
NODO2439         5648533.810        6156048.039       
NODO2440         5648587.522        6155993.323       
NODO2441         5648641.233        6155938.608       
NODO2443         5648474.451        6155847.038       
NODO2444         5648808.048        6155968.655       
NODO2446         5648452.521        6155541.788       
NODO2447         5648425.921        6155507.317       
NODO2448         5648493.101        6155449.396       
NODO2449         5648564.342        6155519.044       
NODO2452         5649742.385        6159344.442       
NODO2453         5649676.325        6159411.022       
NODO2454         5649609.247        6159476.621       
NODO2456         5649416.438        6159637.366       
NODO2457         5649348.584        6159723.286       
NODO2459         5649185.374        6159887.117       
NODO2461         5649028.174        6160056.861       
NODO2462         5648939.683        6160149.874       
NODO2465         5648759.275        6160335.357       
NODO2468         5648611.506        6160494.374       
NODO2469         5648548.909        6160559.234       
NODO2470         5648486.312        6160624.094       
NODO2471         5649081.680        6160262.909       
NODO2472         5649016.139        6160201.769       
NODO2474         5649166.449        6160040.467       
NODO2475         5649246.514        6159946.728       
NODO2476         5649309.140        6160008.066       
NODO2477         5649406.980        6159784.635       
NODO2478         5649466.473        6159847.381       
NODO2479         5649351.488        6159851.472       
NODO2481         5648695.855        6160665.756       
NODO2482         5649106.276        6158789.338       
NODO2484         5648920.540        6158974.272       
NODO2485         5648826.793        6159065.783       
NODO2486         5648730.290        6159154.637       
NODO2487         5648816.861        6159234.655       
NODO2489         5648990.003        6159394.692       
NODO2491         5649163.145        6159554.729       
NODO2492         5649249.716        6159634.748       
NODO2493         5649170.809        6159717.445       
NODO2494         5649120.009        6159764.186       
NODO2495         5649050.481        6159827.438       
NODO2497         5649345.557        6159368.831       
NODO2499         5649103.599        6159306.476       
NODO2501         5649225.188        6159194.223       
NODO2503         5649374.971        6159060.798       
NODO2505         5648982.365        6159096.547       
NODO2507         5649093.233        6158989.417       
NODO2508         5649191.892        6158882.484       
NODO2510         5649430.901        6156838.753       
NODO2512         5649625.405        6156662.275       
NODO2514         5649819.910        6156485.796       
NODO2516         5650014.414        6156309.318       
NODO2518         5650208.918        6156132.839       
NODO2520         5650403.422        6155956.361       
NODO2522         5650597.927        6155779.882       
NODO2524         5650713.163        6155662.469       
NODO2526         5650875.478        6155830.464       
NODO2528         5651037.794        6155998.459       
NODO2530         5651099.634        6155781.108       
NODO2532         5651161.473        6155563.758       
NODO2533         5651192.393        6155455.083       
NODO2534         5651288.087        6155500.768       
NODO2536         5651421.993        6155464.437       
NODO2537         5651499.925        6155552.418       
NODO2538         5651577.856        6155640.399       
NODO2539         5651655.788        6155728.380       
NODO2541         5651824.338        6155913.324       
NODO2542         5651914.957        6156010.286       
NODO2544         5652096.193        6156204.212       
NODO2546         5652277.429        6156398.137       
NODO2547         5652368.047        6156495.100       
NODO2548         5652458.666        6156592.062       
NODO2549         5647507.305        6158862.720       
NODO2550         5647510.330        6158730.747       
NODO2552         5647676.704        6158569.371       
NODO2554         5647863.945        6158401.794       
NODO2555         5647957.566        6158318.006       
NODO2557         5648144.807        6158150.429       
NODO2559         5648332.049        6157982.852       
NODO2561         5648519.290        6157815.276       
NODO2563         5648706.532        6157647.699       
NODO2565         5648818.578        6157393.937       
NODO2567         5649025.772        6158720.660       
NODO2569         5648852.137        6158909.368       
NODO2571         5648678.503        6159098.076       
NODO2572         5648814.427        6158673.849       
NODO2574         5648632.853        6158858.684       
NODO2575         5648545.479        6158958.422       
NODO2576         5648516.430        6158589.994       
NODO2579         5648358.634        6158760.302       
NODO2580         5648271.494        6158675.189       
NODO2581         5648363.595        6158581.879       
NODO2582         5648447.579        6158490.050       
NODO2583         5648520.864        6158407.846       
NODO2587         5648116.677        6158495.825       
NODO2588         5648036.513        6158403.486       
NODO2589         5647884.649        6158238.479       
NODO2590         5647805.961        6158153.319       
NODO2591         5647709.992        6158238.241       
NODO2592         5647614.022        6158323.163       
NODO2594         5647423.355        6158489.069       
NODO2596         5647463.932        6158157.091       
NODO2597         5647976.900        6158154.627       
NODO2599         5647869.609        6158400.089       
NODO2600         5647946.257        6158484.945       
NODO2601         5648025.618        6158569.758       
NODO2602         5648283.557        6158497.417       
NODO2603         5648201.903        6158409.244       
NODO2605         5648301.107        6158323.611       
NODO2607         5648472.195        6158165.565       
NODO2609         5648229.252        6158904.657       
NODO2611         5648416.036        6159099.441       
NODO2612         5647536.275        6158859.631       
NODO2614         5647726.979        6158687.912       
NODO2616         5647917.683        6158516.194       
NODO2618         5648108.387        6158344.475       
NODO2620         5648299.091        6158172.756       
NODO2621         5648394.443        6158086.897       
NODO2623         5648246.561        6157913.334       
NODO2625         5648422.086        6157747.457       
NODO2627         5648699.514        6157502.359       
NODO2629         5648880.696        6157337.968       
NODO2631         5649061.877        6157173.578       
NODO2633         5649243.058        6157009.188       
NODO2634         5648889.690        6160093.232       
NODO2635         5648829.752        6160044.902       
NODO2637         5652443.090        6162439.842       
NODO2639         5652437.473        6162217.242       
NODO2641         5652431.857        6161994.642       
NODO2642         5652268.932        6162250.890       
NODO2644         5652430.455        6162252.212       
NODO2645         5651969.371        6161994.853       
NODO2647         5652157.286        6161996.498       
NODO2649         5652158.029        6161771.481       
NODO2650         5651837.110        6161861.657       
NODO2651         5651713.857        6161812.612       
NODO2654         5652009.182        6161686.170       
NODO2655         5652003.138        6161870.182       
NODO2657         5652069.971        6161655.157       
NODO2659         5652188.594        6161646.946       
NODO2660         5652270.965        6161695.152       
NODO2662         5652440.896        6161819.174       
NODO2664         5652588.756        6162013.505       
NODO2666         5652736.617        6162207.837       
NODO2668         5651224.874        6160816.018       
NODO2670         5651043.339        6160637.665       
NODO2671         5650952.571        6160548.489       
NODO2673         5650771.036        6160370.137       
NODO2674         5650680.269        6160280.961       
NODO2675         5650588.444        6160190.596       
NODO2676         5651626.700        6161360.934       
NODO2677         5651547.528        6161446.898       
NODO2678         5650511.570        6160100.300       
NODO2680         5650357.821        6159919.710       
NODO2682         5650204.073        6159739.119       
NODO2683         5650127.198        6159648.824       
NODO2684         5650050.324        6159558.528       
NODO2686         5649896.576        6159377.937       
NODO2688         5651361.289        6161303.949       
NODO2690         5651274.638        6161245.129       
NODO2692         5651127.818        6161100.911       
NODO2693         5651054.407        6161028.802       
NODO2694         5650761.346        6160740.935       
NODO2696         5650615.340        6160887.209       
NODO2697         5650524.625        6160798.044       
NODO2698         5650433.910        6160708.878       
NODO2700         5650252.481        6160530.546       
NODO2701         5651565.180        6161263.395       
NODO2702         5651483.034        6161183.758       
NODO2703         5651400.887        6161104.122       
NODO2705         5651236.594        6160944.848       
NODO2706         5651154.448        6160865.212       
NODO2707         5651072.301        6160785.575       
NODO2708         5650990.155        6160705.938       
NODO2709         5651760.892        6161319.687       
NODO2711         5651666.601        6161504.172       
NODO2712         5651613.213        6161620.141       
NODO2713         5651577.954        6161690.781       
NODO2714         5649234.436        6160984.375       
NODO2716         5649409.728        6160801.560       
NODO2717         5649497.375        6160710.153       
NODO2718         5649595.719        6160619.823       
NODO2719         5649680.713        6160534.325       
NODO2721         5649850.701        6160363.329       
NODO2723         5650020.689        6160192.333       
NODO2724         5650105.683        6160106.835       
NODO2725         5650190.677        6160021.337       
NODO2726         5650262.246        6159921.466       
NODO2728         5650926.263        6159848.700       
NODO2729         5651000.951        6159762.643       
NODO2731         5650874.453        6159607.957       
NODO2732         5650811.162        6159528.113       
NODO2734         5650832.513        6159352.203       
NODO2735         5650843.025        6159251.469       
NODO2736         5650853.536        6159150.735       
NODO2738         5650874.538        6158948.934       
NODO2739         5650885.650        6158834.588       
NODO2741         5650907.874        6158605.896       
NODO2743         5650930.098        6158377.204       
NODO2744         5650941.210        6158262.858       
NODO2745         5649889.248        6160897.089       
NODO2747         5649734.013        6160761.131       
NODO2749         5650161.673        6160622.182       
NODO2750         5650070.865        6160713.818       
NODO2753         5649707.632        6161080.361       
NODO2754         5649616.824        6161171.997       
NODO2755         5649526.015        6161263.633       
NODO2756         5649709.336        6159976.373       
NODO2757         5649625.323        6160049.642       
NODO2758         5649541.312        6160122.911       
NODO2759         5649457.302        6160196.179       
NODO2761         5649296.705        6160350.739       
NODO2763         5649114.113        6160540.190       
NODO2765         5648931.521        6160729.642       
NODO2767         5649918.278        6159812.499       
NODO2769         5649856.325        6159838.852       
NODO2771         5650014.987        6159996.467       
NODO2774         5649412.090        6160027.419       
NODO2775         5649224.956        6160615.687       
NODO2777         5649153.074        6160692.741       
NODO2778         5649045.426        6160428.169       
NODO2779         5648969.199        6160512.144       
NODO2780         5649902.869        6160312.955       
NODO2781         5649968.102        6160389.707       
NODO2783         5650098.566        6160543.210       
NODO2784         5650036.905        6160318.865       
NODO2785         5652396.165        6156682.113       
NODO2786         5652491.949        6156701.783       
NODO2787         5652506.065        6156644.034       
NODO2788         5652613.830        6156666.630       
NODO2789         5652721.595        6156689.226       
NODO2791         5652857.187        6156837.019       
NODO2792         5652621.369        6156597.121       
NODO2793         5652674.252        6156604.997       
NODO2795         5652694.531        6156985.654       
NODO2797         5652531.875        6157134.290       
NODO2798         5652445.079        6157198.905       
NODO2799         5652731.032        6156955.396       
NODO2800         5652658.171        6156879.081       
NODO2801         5652582.276        6157077.281       
NODO2803         5652448.301        6156936.326       
NODO2804         5652239.016        6156977.295       
NODO2806         5652374.308        6156854.189       
NODO2807         5652441.955        6156792.636       
NODO2808         5652363.460        6157119.165       
NODO2809         5652512.080        6157272.873       
NODO2810         5652022.736        6157077.146       
NODO2811         5652105.675        6157161.139       
NODO2813         5652271.552        6157329.126       
NODO2814         5652354.899        6157413.899       
NODO2816         5652325.392        6157439.015       
NODO2818         5652138.704        6157605.157       
NODO2820         5651952.017        6157771.298       
NODO2822         5651765.329        6157937.440       
NODO2824         5651575.481        6158102.384       
NODO2825         5652158.095        6157211.204       
NODO2827         5652308.125        6157065.845       
NODO2828         5652217.315        6157274.226       
NODO2830         5651476.691        6158005.217       
NODO2832         5651653.564        6157831.740       
NODO2834         5651830.437        6157658.263       
NODO2836         5652007.471        6157484.835       
NODO2837         5651884.367        6157598.353       
NODO2839         5651793.495        6157496.063       
NODO2840         5652305.222        6157828.995       
NODO2842         5652482.593        6157646.993       
NODO2844         5652659.964        6157464.991       
NODO2845         5652748.691        6157376.490       
NODO2846         5652829.844        6157458.560       
NODO2848         5652992.150        6157622.700       
NODO2850         5653154.455        6157786.840       
NODO2851         5653235.608        6157868.910       
NODO2852         5653314.508        6157948.567       
NODO2854         5653001.942        6157274.788       
NODO2855         5653089.680        6157184.517       
NODO2857         5653445.600        6157816.628       
NODO2858         5653511.145        6157750.478       
NODO2859         5653419.231        6157664.207       
NODO2860         5653483.833        6157596.022       
NODO2861         5653548.436        6157527.838       
NODO2862         5653613.039        6157459.653       
NODO2864         5653309.856        6157407.182       
NODO2865         5653218.757        6157317.416       
NODO2867         5653102.974        6157984.593       
NODO2868         5653458.412        6157452.226       
NODO2870         5653294.841        6157284.890       
NODO2871         5653213.056        6157201.222       
NODO2872         5653534.915        6157369.673       
NODO2873         5651982.277        6158372.044       
NODO2875         5652166.076        6158188.941       
NODO2877         5652023.039        6158047.074       
NODO2878         5651957.318        6157969.659       
NODO2880         5652319.265        6158032.595       
NODO2881         5652370.133        6158905.907       
NODO2882         5652451.663        6158822.018       
NODO2883         5652531.915        6158736.898       
NODO2884         5652613.464        6158654.259       
NODO2885         5652251.853        6158286.317       
NODO2886         5652342.613        6158381.110       
NODO2887         5652432.897        6158472.160       
NODO2888         5652523.180        6158563.209       
NODO2889         5652607.228        6158480.113       
NODO2891         5652774.827        6158308.926       
NODO2892         5652865.071        6158218.148       
NODO2894         5653045.558        6158036.592       
NODO2895         5652677.457        6158222.755       
NODO2897         5652496.770        6158035.188       
NODO2899         5652598.028        6157932.586       
NODO2900         5652780.447        6158117.500       
NODO2902         5651407.200        6158258.548       
NODO2905         5651221.890        6158437.979       
NODO2908         5651003.952        6158642.001       
NODO2909         5650912.669        6158555.152       
NODO2910         5651097.128        6158558.647       
NODO2912         5650995.894        6158454.549       
NODO2913         5651743.487        6158442.253       
NODO2914         5652009.444        6158536.680       
NODO2915         5651843.404        6158697.981       
NODO2916         5651765.736        6158774.588       
NODO2918         5651851.411        6158863.527       
NODO2920         5652022.761        6159041.405       
NODO2921         5652109.923        6159128.192       
NODO2923         5651939.482        6159119.074       
NODO2925         5651757.185        6158933.528       
NODO2926         5651995.766        6159249.278       
NODO2928         5651866.169        6159143.093       
NODO2930         5651732.972        6159344.467       
NODO2932         5651552.715        6159168.424       
NODO2934         5651371.012        6158999.908       
NODO2935         5652569.862        6159276.286       
NODO2937         5652386.749        6159458.521       
NODO2939         5652203.636        6159640.755       
NODO2940         5652112.079        6159731.872       
NODO2942         5651960.607        6159892.798       
NODO2943         5651887.383        6159973.220       
NODO2945         5652079.823        6160026.784       
NODO2946         5652135.771        6160101.708       
NODO2948         5652260.351        6159890.571       
NODO2950         5652411.094        6160046.727       
NODO2951         5652486.573        6160128.979       
NODO2952         5652315.264        6160104.508       
NODO2954         5652403.977        6160212.353       
NODO2955         5651999.697        6160231.534       
NODO2957         5652180.123        6160048.443       
NODO2959         5652357.994        6159862.893       
NODO2961         5652513.949        6159700.363       
NODO2962         5652591.926        6159619.098       
NODO2963         5652669.903        6159537.833       
NODO2964         5652747.881        6159456.568       
NODO2967         5652093.877        6160322.704       
NODO2968         5652866.025        6159574.629       
NODO2970         5652681.971        6159751.493       
NODO2972         5652498.617        6159928.000       
NODO2974         5652222.717        6160192.833       
NODO2977         5652541.329        6160070.854       
NODO2978         5652630.308        6160146.070       
NODO2979         5652875.979        6159752.272       
NODO2980         5652787.131        6159828.275       
NODO2981         5652705.490        6159905.924       
NODO2982         5652623.849        6159983.573       
NODO2983         5652555.211        6160056.276       
NODO2985         5652892.428        6159931.570       
NODO2987         5652731.128        6160097.669       
NODO2988         5652650.478        6160180.719       
NODO2989         5652637.069        6159685.657       
NODO2992         5652575.164        6159926.843       
NODO2993         5653132.489        6159684.367       
NODO2994         5653145.560        6159697.253       
NODO2996         5653323.767        6159511.704       
NODO2997         5653461.731        6159368.057       
NODO2999         5653642.334        6159183.556       
NODO3001         5653828.645        6158994.241       
NODO3003         5653994.232        6158828.891       
NODO3004         5654077.025        6158746.216       
NODO3005         5654159.818        6158663.541       
NODO3006         5654036.312        6158790.669       
NODO3008         5654151.301        6158896.524       
NODO3009         5653954.735        6158867.666       
NODO3010         5653870.775        6158785.218       
NODO3012         5653702.855        6158620.324       
NODO3015         5653713.737        6158927.986       
NODO3017         5653358.285        6159267.221       
NODO3018         5653445.986        6159176.963       
NODO3019         5653541.180        6159084.079       
NODO3021         5653996.809        6158231.062       
NODO3023         5654095.186        6158329.463       
NODO3025         5654232.276        6158463.900       
NODO3026         5654300.821        6158531.118       
