Node_ID           X-Coord            Y-Coord           
NODO3187         5652650.178        6160866.062       
NODO3189         5652472.644        6160698.757       
NODO3190         5652390.073        6160606.597       
NODO3191         5652446.090        6160555.201       
NODO3193         5652562.684        6160666.564       
NODO3194         5652016.589        6160970.514       
NODO3196         5651831.923        6160776.652       
NODO3198         5651650.635        6160597.120       
NODO3199         5651559.712        6160507.565       
NODO3201         5651595.370        6160823.679       
NODO3203         5651774.435        6160643.642       
NODO3204         5651863.968        6160553.624       
NODO3205         5651953.500        6160463.606       
NODO3207         5652132.566        6160283.570       
NODO3208         5652178.309        6160408.852       
NODO3210         5651392.471        6160677.601       
NODO3212         5651297.425        6160372.542       
NODO3213         5651364.171        6160305.153       
NODO3214         5651430.917        6160237.765       
NODO3215         5651350.842        6160424.902       
NODO3216         5651404.669        6160475.852       
NODO3217         5651325.830        6160247.408       
NODO3218         5651264.916        6160210.469       
NODO3219         5651757.072        6159708.955       
NODO3220         5651675.046        6159792.541       
NODO3221         5651593.020        6159876.126       
NODO3223         5651428.968        6160043.298       
NODO3224         5651346.942        6160126.884       
NODO3225         5651182.890        6160294.055       
NODO3226         5651701.025        6159766.060       
NODO3227         5653067.171        6159950.883       
NODO3229         5652914.938        6160080.955       
NODO3230         5652823.000        6160170.391       
NODO3231         5652735.765        6160253.809       
NODO3232         5652480.676        6160462.502       
NODO3233         5652411.833        6160532.561       
NODO3234         5652342.254        6160602.383       
NODO3236         5652208.811        6160739.681       
NODO3238         5652060.660        6160899.736       
NODO3240         5651885.054        6161150.165       
NODO3243         5651940.726        6161136.497       
NODO3245         5652133.400        6160891.032       
NODO3247         5652304.515        6160701.408       
NODO3248         5652482.841        6160517.503       
NODO3250         5652662.884        6160356.918       
NODO3252         5652837.433        6160213.934       
NODO3254         5653011.981        6160070.950       
NODO3256         5653170.401        6159925.730       
NODO3258         5651016.263        6159536.566       
NODO3260         5651198.619        6159724.661       
NODO3262         5651380.975        6159912.756       
NODO3263         5651138.016        6159807.926       
NODO3264         5651066.199        6159885.834       
NODO3265         5650965.514        6159809.796       
NODO3267         5651163.627        6160132.591       
NODO3268         5651229.779        6160040.314       
NODO3269         5651153.058        6159959.021       
NODO3270         5650928.634        6159241.660       
NODO3272         5651081.294        6159394.660       
NODO3273         5651157.624        6159471.160       
NODO3274         5651413.702        6158633.035       
NODO3275         5651319.094        6158732.508       
NODO3277         5651136.493        6158909.351       
NODO3279         5650953.892        6159086.194       
NODO3280         5650862.591        6159174.616       
NODO3281         5651272.748        6159136.591       
NODO3283         5651299.773        6158946.050       
NODO3285         5651170.832        6159050.718       
NODO3286         5651085.374        6158958.858       
NODO3288         5650994.197        6158860.453       
NODO3290         5651105.513        6158753.577       
NODO3291         5650989.168        6159052.353       
NODO3293         5651083.286        6159149.209       
NODO3294         5650881.462        6159894.203       
NODO3296         5650719.934        6159727.528       
NODO3298         5650558.406        6159560.853       
NODO3300         5650393.487        6159392.951       
NODO3301         5650610.051        6159614.123       
NODO3303         5650765.540        6159446.072       
NODO3304         5650756.677        6159269.486       
NODO3307         5650546.952        6159120.959       
NODO3308         5650439.037        6159052.059       
NODO3310         5650542.927        6159259.222       
NODO3312         5650379.734        6159470.103       
NODO3313         5650669.198        6159682.396       
NODO3314         5650787.350        6158866.883       
NODO3316         5650680.199        6158971.832       
NODO3318         5650773.542        6159071.607       
NODO3319         5650397.203        6159953.244       
NODO3323         5649326.055        6160509.420       
NODO3325         5649623.048        6160488.087       
NODO3326         5649571.307        6160435.694       
NODO3328         5649748.779        6160260.003       
NODO3330         5649926.251        6160084.312       
NODO3331         5650103.722        6159908.622       
NODO3332         5649704.344        6160304.202       
NODO3334         5649808.444        6160405.472       
NODO3335         5649346.791        6160107.275       
NODO3337         5650703.504        6160600.711       
NODO3338         5650794.107        6160503.323       
NODO3339         5650862.492        6160840.288       
NODO3340         5650771.477        6160936.069       
NODO3342         5650589.448        6161127.632       
NODO3343         5650498.434        6161223.413       
NODO3344         5650667.808        6161447.580       
NODO3346         5650822.428        6161280.089       
NODO3348         5650977.047        6161112.598       
NODO3350         5651035.878        6161217.727       
NODO3351         5651026.280        6161309.520       
NODO3353         5650895.239        6161441.763       
NODO3354         5650900.411        6161604.305       
NODO3356         5651065.137        6161431.477       
NODO3360         5650602.889        6160545.893       
NODO3362         5651384.891        6161452.818       
NODO3364         5651248.883        6161592.263       
NODO3365         5651157.216        6161691.364       
NODO3366         5651495.342        6161521.060       
NODO3368         5651608.370        6161692.168       
NODO3370         5651693.099        6161516.846       
NODO3374         5649528.603        6159774.132       
NODO3375         5649862.405        6160147.518       
NODO3380         5650108.764        6160389.426       
NODO3381         5649157.654        6160339.547       
NODO3382         5649494.028        6160525.198       
NODO3385         5650359.518        6160970.460       
NODO3387         5650847.826        6160445.580       
NODO3390         5651024.195        6160670.116       
NODO3391         5650943.343        6160755.202       
NODO3393         5650468.360        6160167.870       
NODO3394         5650401.235        6160090.777       
NODO3397         5650118.519        6159737.030       
NODO3398         5650171.997        6159701.440       
NODO3400         5650623.264        6160331.669       
NODO3402         5650807.425        6160528.791       
NODO3404         5650907.877        6160884.869       
NODO3407         5651178.721        6160888.828       
NODO3410         5652229.974        6159414.744       
NODO3412         5652097.079        6159279.480       
NODO3413         5650185.292        6160169.543       
NODO3414         5650064.170        6160047.786       
NODO3416         5650420.444        6160361.052       
NODO3418         5651452.696        6159819.403       
NODO3421         5651652.635        6159610.390       
NODO3423         5651794.617        6159461.645       
NODO3428         5652253.774        6159006.117       
NODO3429         5652101.419        6158628.957       
NODO3430         5652125.058        6159909.265       
NODO3435         5653392.749        6159439.881       
NODO3438         5653638.231        6160365.738       
NODO3439         5653821.896        6150570.867       
NODO3441         5653732.337        6150654.682       
NODO3442         5653663.635        6150739.753       
NODO3443         5653582.597        6150848.576       
NODO3444         5653492.661        6150786.281       
NODO3445         5653409.367        6150886.120       
NODO3448         5653189.545        6150709.019       
NODO3450         5653274.389        6150600.163       
NODO3451         5653218.553        6150555.726       
NODO3454         5653227.834        6151114.368       
NODO3455         5653325.574        6151180.090       
NODO3457         5653073.306        6151301.603       
NODO3460         5652922.679        6151195.033       
NODO3461         5652995.560        6151102.238       
NODO3462         5653068.425        6151009.459       
NODO3463         5652990.834        6150963.367       
NODO3464         5652928.461        6150921.220       
NODO3466         5652780.630        6151106.841       
NODO3467         5653078.442        6150120.260       
NODO3468         5653010.919        6150220.436       
NODO3469         5653073.375        6150261.000       
NODO3470         5652908.493        6150482.683       
NODO3472         5652764.888        6150658.479       
NODO3475         5652682.019        6150762.721       
NODO3476         5652771.681        6150823.140       
NODO3478         5652622.049        6151018.922       
NODO3480         5652492.778        6151202.173       
NODO3481         5652884.524        6150144.065       
NODO3482         5652800.827        6150235.871       
NODO3484         5652654.109        6150427.719       
NODO3485         5652580.642        6150523.621       
NODO3487         5652427.904        6150406.821       
NODO3489         5652487.925        6150639.553       
NODO3490         5652416.507        6150592.220       
NODO3492         5652343.961        6150830.085       
NODO3495         5652212.087        6150731.430       
NODO3497         5652257.749        6150534.487       
NODO3498         5652324.844        6150424.993       
NODO3499         5653474.818        6151281.332       
NODO3501         5653414.228        6151413.232       
NODO3503         5653352.214        6151537.754       
NODO3505         5653252.639        6151744.613       
NODO3507         5652152.771        6150101.704       
NODO3508         5652262.871        6150048.721       
NODO3510         5652459.117        6150169.655       
NODO3511         5652540.495        6150215.632       
NODO3514         5652243.086        6150288.994       
NODO3516         5652025.293        6149853.767       
NODO3517         5652132.426        6149796.755       
NODO3520         5652385.199        6149946.560       
NODO3522         5652485.419        6149761.778       
NODO3523         5652545.741        6149659.949       
NODO3524         5652205.023        6149733.718       
NODO3525         5652246.881        6149758.788       
NODO3526         5652299.413        6149654.518       
NODO3527         5652390.218        6149708.056       
NODO3529         5652488.570        6149500.141       
NODO3530         5652348.845        6149550.300       
NODO3531         5652263.208        6149496.677       
NODO3534         5652344.914        6149313.221       
NODO3535         5652240.072        6149254.259       
NODO3537         5651759.276        6148745.570       
NODO3538         5651665.792        6148693.972       
NODO3539         5651582.592        6148647.871       
NODO3540         5651600.068        6148579.686       
NODO3543         5652010.680        6148675.705       
NODO3544         5652136.422        6148640.779       
NODO3546         5652301.068        6148601.010       
NODO3548         5651313.802        6148176.734       
NODO3549         5651353.179        6148115.771       
NODO3550         5651421.687        6148157.154       
NODO3551         5651012.820        6147645.382       
NODO3553         5651149.961        6147427.353       
NODO3555         5651263.930        6147255.440       
NODO3557         5651395.830        6147333.282       
NODO3558         5651449.695        6147248.627       
NODO3559         5651320.533        6147108.230       
NODO3561         5651428.206        6147240.230       
NODO3563         5651141.291        6147731.900       
NODO3566         5651698.535        6147410.802       
NODO3567         5652109.574        6147659.060       
NODO3569         5652246.931        6147459.238       
NODO3572         5652467.980        6147610.606       
NODO3574         5652338.201        6147812.810       
NODO3575         5652556.664        6147656.645       
NODO3577         5652661.779        6147482.358       
NODO3579         5652766.936        6147310.571       
NODO3581         5653306.798        6147655.289       
NODO3583         5653090.853        6147517.402       
NODO3585         5652874.908        6147379.515       
NODO3588         5652542.063        6147166.465       
NODO3589         5652401.608        6147193.274       
NODO3590         5652374.082        6147082.253       
NODO3591         5652346.557        6146971.232       
NODO3593         5652291.505        6146749.190       
NODO3595         5652235.422        6146527.614       
NODO3597         5652009.589        6146399.560       
NODO3599         5651783.757        6146271.505       
NODO3600         5651670.841        6146207.478       
NODO3602         5651422.627        6146268.074       
NODO3604         5651174.413        6146328.671       
NODO3606         5650926.199        6146389.267       
NODO3607         5650802.092        6146419.565       
NODO3608         5650677.986        6146449.863       
NODO3609         5651751.308        6145966.338       
NODO3611         5651578.014        6145868.134       
NODO3612         5651491.367        6145819.032       
NODO3614         5651282.357        6145693.236       
NODO3616         5651073.347        6145567.441       
NODO3617         5650971.627        6145506.406       
NODO3619         5650908.465        6145629.507       
NODO3621         5651265.231        6145874.441       
NODO3622         5651154.966        6145904.167       
NODO3623         5651044.700        6145933.892       
NODO3625         5651580.829        6146013.679       
NODO3626         5651625.643        6146110.529       
NODO3627         5650473.880        6146752.299       
NODO3630         5649916.277        6145851.858       
NODO3633         5649703.694        6145718.264       
NODO3635         5649502.097        6145213.282       
NODO3638         5649322.762        6145099.636       
NODO3639         5649242.984        6145048.304       
NODO3640         5649163.271        6144998.614       
NODO3641         5649058.888        6144935.542       
NODO3643         5648850.121        6144809.399       
NODO3644         5648760.604        6144752.286       
NODO3646         5648581.570        6144638.059       
NODO3647         5648492.053        6144580.945       
NODO3648         5648382.976        6144512.435       
NODO3649         5648348.065        6144579.141       
NODO3650         5648420.587        6144441.551       
NODO3651         5648550.744        6144519.281       
NODO3652         5648598.505        6144460.217       
NODO3653         5648633.646        6144671.033       
NODO3655         5648707.218        6144534.583       
NODO3657         5648631.200        6144912.888       
NODO3658         5648568.040        6144994.317       
NODO3659         5648428.868        6144905.165       
NODO3662         5648692.938        6145069.708       
NODO3663         5648624.362        6145174.351       
NODO3665         5649279.519        6144785.036       
NODO3666         5649275.392        6145186.709       
NODO3669         5649150.305        6145367.291       
NODO3671         5649009.328        6145278.066       
NODO3672         5648993.641        6145304.958       
NODO3673         5648898.200        6145247.327       
NODO3674         5649416.005        6145744.464       
NODO3675         5649452.626        6145691.632       
NODO3677         5649569.228        6146017.606       
NODO3678         5649553.840        6146125.598       
NODO3680         5649390.302        6145920.059       
NODO3681         5649342.021        6145998.663       
NODO3683         5649245.458        6146155.872       
NODO3685         5649201.019        6145919.202       
NODO3686         5649140.961        6146009.200       
NODO3688         5649020.843        6146189.197       
NODO3689         5648960.784        6146279.195       
NODO3691         5648943.423        6145875.235       
NODO3693         5648746.138        6145741.276       
NODO3695         5648548.852        6145607.318       
NODO3696         5648450.209        6145540.339       
NODO3697         5648351.567        6145473.360       
NODO3698         5649119.860        6146247.496       
NODO3699         5649212.252        6146315.234       
NODO3700         5649304.684        6146383.003       
NODO3702         5649199.080        6146534.039       
NODO3703         5649146.278        6146609.557       
NODO3704         5649061.061        6146343.218       
NODO3705         5648537.896        6143117.176       
NODO3707         5648672.350        6142895.981       
NODO3709         5648806.793        6142674.886       
NODO3711         5648941.236        6142453.790       
NODO3712         5649008.437        6142341.980       
NODO3713         5648908.864        6142286.726       
NODO3715         5648709.718        6142176.218       
NODO3727         5653151.042        6151924.778       
NODO3728         5653100.387        6152004.171       
NODO3729         5653052.087        6152080.779       
NODO3730         5653011.355        6152145.911       
NODO3731         5653039.079        6151752.481       
NODO3732         5653000.109        6151722.308       
NODO3733         5652712.024        6151510.268       
NODO3734         5652696.829        6151512.416       
NODO3736         5652606.182        6151658.863       
NODO3738         5652490.264        6151838.042       
NODO3740         5652377.626        6152011.121       
NODO3744         5652364.844        6151507.815       
NODO3745         5652264.025        6151449.047       
NODO3746         5652163.206        6151390.279       
NODO3747         5652062.387        6151331.512       
NODO3748         5652324.129        6152102.143       
NODO3750         5652217.131        6152284.150       
NODO3752         5652032.250        6152174.983       
NODO3754         5651847.106        6152065.896       
NODO3756         5652195.331        6151900.094       
NODO3758         5652011.848        6151790.711       
NODO3760         5651839.071        6151681.400       
NODO3762         5651671.100        6151573.510       
NODO3763         5651728.675        6151503.059       
NODO3764         5651699.002        6151484.949       
NODO3765         5651757.659        6151380.182       
NODO3767         5651624.594        6151298.311       
NODO3769         5651551.963        6151742.995       
NODO3770         5651482.174        6151840.772       
NODO3772         5651306.424        6151740.499       
NODO3773         5651218.549        6151690.362       
NODO3774         5651737.302        6151616.514       
NODO3775         5651702.362        6151677.819       
NODO3776         5651149.594        6151587.888       
NODO3777         5651216.713        6151498.181       
NODO3779         5651296.691        6151389.061       
NODO3780         5651387.295        6151455.102       
NODO3783         5651457.581        6151174.713       
NODO3786         5651621.507        6150957.233       
NODO3788         5651488.455        6150868.251       
NODO3789         5651403.143        6150807.264       
NODO3790         5651317.810        6150746.240       
NODO3791         5651375.914        6150669.029       
NODO3792         5651287.590        6150610.725       
NODO3793         5651227.492        6150690.829       
NODO3794         5651541.114        6150794.894       
NODO3797         5651681.463        6150591.123       
NODO3799         5651815.418        6150386.027       
NODO3802         5651621.590        6150261.210       
NODO3803         5651552.085        6150364.590       
NODO3804         5651416.817        6150973.973       
NODO3805         5651341.978        6151082.289       
NODO3806         5651268.615        6151189.253       
NODO3809         5651101.256        6151426.956       
NODO3810         5651192.606        6151297.009       
NODO3811         5651098.941        6151235.378       
NODO3813         5651163.589        6150972.355       
NODO3815         5651750.486        6150159.996       
NODO3816         5651638.952        6150091.504       
NODO3818         5651430.657        6149957.507       
NODO3819         5651326.509        6149890.508       
NODO3821         5651116.911        6149756.925       
NODO3823         5651033.980        6149881.695       
NODO3825         5651302.448        6150188.299       
NODO3826         5651231.564        6150298.202       
NODO3827         5651160.615        6150408.035       
NODO3828         5651052.489        6150330.099       
NODO3830         5650836.089        6150174.105       
NODO3831         5650773.776        6150264.955       
NODO3833         5651426.897        6149390.778       
NODO3835         5651250.023        6149283.793       
NODO3836         5651162.293        6149234.710       
NODO3838         5651333.240        6149212.947       
NODO3839         5651215.407        6149146.677       
NODO3840         5651337.625        6148940.034       
NODO3841         5651279.855        6149053.405       
NODO3843         5651034.085        6149154.712       
NODO3845         5651089.696        6149064.113       
NODO3846         5650973.337        6149241.607       
NODO3848         5650799.916        6149138.348       
NODO3849         5650714.453        6149085.435       
NODO3851         5650581.116        6149001.727       
NODO3853         5650407.718        6148899.306       
NODO3854         5650318.461        6148846.874       
NODO3855         5650374.098        6148757.546       
NODO3857         5650825.658        6148902.980       
NODO3858         5650884.740        6148805.039       
NODO3859         5650946.202        6148701.675       
NODO3860         5651000.490        6148608.665       
NODO3861         5652393.755        6147860.433       
NODO3862         5652283.887        6147789.152       
NODO3865         5652554.329        6152226.045       
NODO3867         5652450.547        6152347.714       
NODO3868         5652400.027        6152402.675       
NODO3869         5652196.166        6153313.057       
NODO3870         5652105.552        6153256.011       
NODO3872         5651954.052        6153159.036       
NODO3873         5652315.188        6153170.773       
NODO3874         5652255.181        6153130.996       
NODO3875         5652309.900        6153038.679       
NODO3877         5652539.003        6152660.837       
NODO3879         5652457.694        6152801.072       
NODO3880         5651782.057        6152172.485       
NODO3881         5651724.394        6152269.294       
NODO3883         5651613.382        6152439.812       
NODO3886         5650768.205        6147947.209       
NODO3887         5652406.646        6150870.205       
NODO3888         5652010.874        6157911.420       
NODO3889         5650382.429        6155618.522       
NODO3890         5650345.737        6155654.567       
NODO3891         5651306.049        6155075.082       
NODO3894         5651148.517        6155235.692       
NODO3895         5652527.165        6157402.518       
NODO3896         5652451.513        6157325.988       
NODO3900         5652029.216        6157506.546       
NODO3903         5651889.618        6157363.430       
NODO3905         5651949.329        6155805.542       
NODO3906         5651868.739        6155721.646       
NODO3907         5650953.213        6157944.333       
NODO3910         5651143.240        6158124.443       
NODO3912         5651026.209        6158236.317       
NODO3916         5649610.983        6154667.174       
NODO3917         5649537.347        6154739.899       
NODO3918         5649682.796        6154593.310       
NODO3919         5649030.307        6155657.911       
NODO3920         5648960.861        6155581.327       
NODO3921         5649120.890        6155426.147       
NODO3922         5649204.518        6155343.983       
NODO3923         5649534.642        6155515.449       
NODO3924         5649621.482        6155605.473       
NODO3925         5652485.531        6156388.479       
NODO3927         5650244.029        6155145.429       
NODO3928         5650312.861        6155238.154       
NODO3929         5649757.913        6150313.285       
NODO3931         5649739.414        6150465.332       
NODO3934         5649728.075        6150756.400       
NODO3936         5651363.985        6154862.360       
NODO3939         5651107.367        6154712.862       
NODO3941         5650909.448        6154593.734       
NODO3943         5650711.530        6154474.607       
NODO3944         5650612.571        6154415.043       
NODO3947         5650257.117        6154201.189       
NODO3949         5649924.232        6154000.490       
NODO3950         5650005.975        6154049.425       
NODO3951         5649661.826        6153835.885       
NODO3953         5649836.763        6153945.622       
NODO3954         5649400.106        6153678.539       
NODO3956         5649574.586        6153783.436       
NODO3957         5649251.883        6153587.800       
NODO3959         5649415.703        6153298.810       
NODO3961         5649306.490        6153491.470       
NODO3963         5648419.196        6143314.931       
NODO3966         5648318.807        6143517.253       
NODO3968         5648191.775        6143720.504       
NODO3971         5648084.605        6143949.624       
NODO3974         5647976.320        6144155.038       
NODO3979         5648100.207        6146342.571       
NODO3981         5648013.981        6146476.472       
NODO3984         5648217.824        6146597.719       
NODO3986         5648139.936        6146725.366       
NODO3987         5648201.834        6146765.242       
NODO3988         5648138.121        6146875.551       
NODO3989         5647876.211        6145337.901       
NODO3992         5647787.790        6145527.885       
NODO3993         5647877.057        6145586.546       
NODO3994         5647965.773        6145139.846       
NODO3996         5647872.140        6145292.728       
NODO3997         5647676.068        6144717.762       
NODO3999         5647600.524        6144900.018       
NODO4001         5647756.224        6144996.428       
NODO4003         5650778.795        6157604.979       
NODO4005         5650927.283        6157458.130       
NODO4007         5652289.585        6156586.363       
NODO4009         5652110.965        6156548.519       
NODO4011         5651946.593        6156376.396       
NODO4012         5651903.675        6156325.918       
NODO4013         5651843.662        6156379.132       
NODO4015         5652033.225        6156302.304       
NODO4016         5651748.555        6155831.882       
NODO4019         5651582.877        6155980.051       
NODO4020         5651501.768        6156034.010       
NODO4021         5649761.475        6154664.042       
NODO4023         5649606.750        6154813.557       
NODO4024         5649852.995        6155212.346       
NODO4025         5649934.245        6155141.361       
NODO4026         5651045.271        6155842.325       
NODO4028         5650952.856        6155745.106       
NODO4029         5649486.075        6154464.823       
NODO4030         5649448.791        6154504.593       
NODO4032         5649310.842        6154655.964       
NODO4034         5649460.974        6154810.116       
NODO4035         5650450.350        6155115.607       
NODO4037         5650322.711        6155074.057       
NODO4038         5650069.426        6154830.400       
NODO4039         5650160.003        6154927.606       
NODO4040         5650462.778        6154678.396       
NODO4042         5648638.891        6147832.846       
NODO4044         5650304.280        6155689.391       
NODO4045         5648617.350        6147571.900       
NODO4047         5648524.150        6147775.551       
NODO4048         5652313.280        6159333.838       
NODO4050         5652475.738        6159182.207       
NODO4051         5649838.924        6155828.944       
NODO4053         5649984.391        6155975.538       
NODO4054         5650067.442        6155901.140       
NODO4055         5650021.499        6152192.962       
NODO4056         5649962.612        6152294.723       
NODO4059         5650218.485        6152439.839       
NODO4062         5650416.664        6152552.863       
NODO4063         5652308.442        6159152.575       
NODO4064         5652382.293        6159086.466       
NODO4065         5652820.812        6159004.846       
NODO4066         5652730.051        6159094.747       
NODO4067         5652822.447        6156591.100       
NODO4069         5649839.986        6156323.769       
NODO4070         5649815.536        6156344.144       
NODO4071         5649662.923        6156480.556       
NODO4073         5650722.927        6155975.270       
NODO4075         5649048.790        6155348.008       
NODO4076         5651602.823        6157393.904       
NODO4078         5651469.976        6157261.674       
NODO4079         5651326.236        6157540.945       
NODO4080         5651257.273        6157472.552       
NODO4081         5649535.871        6155850.095       
NODO4082         5649594.521        6155912.194       
NODO4083         5650441.746        6156599.273       
NODO4084         5650521.647        6156523.297       
NODO4085         5650608.521        6156611.070       
NODO4086         5651028.088        6155676.257       
NODO4088         5650867.137        6155508.580       
NODO4089         5651108.564        6155593.502       
NODO4090         5651696.614        6156691.830       
NODO4092         5651556.025        6156832.289       
NODO4094         5651649.251        6156929.440       
NODO4095         5650695.090        6156697.277       
NODO4096         5650777.167        6156781.312       
NODO4098         5650590.412        6156954.022       
NODO4099         5651085.766        6155298.956       
NODO4101         5650946.937        6155432.067       
NODO4103         5649771.712        6155761.211       
NODO4104         5649515.610        6155993.157       
NODO4105         5652046.903        6156998.705       
NODO4106         5652028.984        6156979.166       
NODO4107         5651958.192        6156903.411       
NODO4108         5652164.425        6156833.251       
NODO4110         5652097.942        6156758.304       
NODO4112         5651997.059        6156867.958       
NODO4113         5651144.165        6155636.262       
NODO4114         5650544.150        6154977.736       
NODO4117         5650784.193        6155115.919       
NODO4120         5650985.963        6155239.765       
NODO4121         5648758.102        6155036.185       
NODO4123         5648924.994        6154883.201       
NODO4125         5649070.716        6155033.199       
NODO4126         5649291.441        6155260.171       
NODO4127         5650242.024        6155009.140       
NODO4128         5651881.848        6156430.882       
NODO4129         5651190.932        6157402.677       
NODO4130         5651391.947        6157186.670       
NODO4131         5651106.922        6157485.205       
NODO4132         5651834.128        6156690.276       
NODO4135         5651377.919        6156197.869       
NODO4136         5651304.966        6156272.417       
NODO4138         5651425.451        6156406.209       
NODO4139         5651782.643        6156432.558       
NODO4140         5651733.328        6156483.666       
NODO4141         5651675.532        6156543.564       
NODO4142         5651617.737        6156603.461       
NODO4144         5651435.304        6156721.028       
NODO4145         5651319.671        6156773.055       
NODO4147         5650103.059        6156941.143       
NODO4148         5650193.365        6157034.088       
NODO4150         5650344.212        6156878.128       
NODO4151         5649602.662        6154964.912       
NODO4152         5649678.420        6154889.621       
NODO4155         5649839.179        6155049.779       
NODO4156         5651147.476        6157356.524       
NODO4160         5650896.066        6158104.383       
NODO4161         5650951.399        6158049.491       
NODO4164         5651781.673        6157066.118       
NODO4165         5650904.806        6156322.793       
NODO4167         5650756.664        6156466.931       
NODO4169         5649143.672        6155108.834       
NODO4170         5649218.960        6155185.801       
NODO4171         5650163.680        6151141.001       
NODO4172         5650116.416        6151214.997       
NODO4175         5650349.898        6151358.599       
NODO4176         5650318.388        6151412.320       
NODO4178         5650439.262        6151485.671       
NODO4180         5650333.885        6151668.015       
NODO4182         5650223.342        6151853.974       
NODO4184         5650112.800        6152039.417       
NODO4188         5652518.933        6156874.968       
NODO4189         5649705.481        6155527.446       
NODO4191         5649289.542        6149085.246       
NODO4195         5649518.156        6149247.471       
NODO4198         5649741.614        6149401.086       
NODO4200         5649863.293        6149485.521       
NODO4204         5649877.381        6149755.991       
NODO4206         5649880.738        6149922.838       
NODO4207         5649477.823        6150129.970       
NODO4212         5649253.255        6148685.951       
NODO4214         5649364.301        6148759.914       
NODO4215         5649418.278        6148622.261       
NODO4217         5649550.430        6148708.411       
NODO4218         5649604.268        6148743.508       
NODO4219         5649559.596        6148892.438       
NODO4221         5649302.893        6148962.955       
NODO4222         5649731.793        6148845.135       
NODO4224         5649707.919        6148644.918       
NODO4226         5649690.690        6148500.426       
NODO4228         5650367.938        6157349.402       
NODO4230         5650516.824        6157500.407       
NODO4233         5650690.586        6157678.136       
NODO4236         5650869.902        6157857.452       
NODO4237         5651572.081        6157004.672       
NODO4238         5651997.430        6156678.843       
NODO4240         5652155.392        6156686.035       
NODO4243         5650210.041        6151063.905       
NODO4244         5650244.491        6150470.215       
NODO4246         5650414.504        6150591.626       
NODO4247         5650499.300        6150650.002       
NODO4251         5650336.597        6150880.012       
NODO4253         5651703.684        6157142.018       
NODO4259         5650517.692        6157200.199       
NODO4260         5650570.945        6156124.932       
NODO4261         5650489.129        6156187.418       
NODO4262         5650789.052        6155426.715       
NODO4264         5650633.281        6155574.068       
NODO4266         5650482.175        6155717.007       
NODO4268         5650539.847        6155477.519       
NODO4270         5650989.818        6157841.151       
NODO4273         5651563.309        6155736.594       
NODO4275         5651522.281        6155934.872       
NODO4276         5651483.783        6156126.991       
NODO4280         5651353.219        6156635.715       
NODO4282         5651015.493        6155104.405       
NODO4284         5649887.195        6150218.565       
NODO4286         5650074.188        6150350.028       
NODO4288         5649829.955        6154743.775       
NODO4291         5647905.500        6146019.491       
NODO4292         5647829.369        6145972.226       
NODO4293         5647742.173        6146485.263       
NODO4295         5647671.885        6146598.800       
NODO4296         5648394.623        6147571.253       
NODO4297         5648456.362        6147474.829       
NODO4298         5649196.028        6147239.079       
NODO4299         5649135.122        6147200.575       
NODO4300         5649074.216        6147162.071       
NODO4301         5651204.410        6158060.558       
NODO4304         5651381.154        6157909.326       
NODO4308         5649449.366        6154959.510       
NODO4310         5649299.891        6155103.292       
NODO4313         5649453.575        6155430.356       
NODO4314         5649359.973        6155672.459       
NODO4316         5652192.894        6158715.415       
NODO4318         5652351.659        6158548.251       
NODO4319         5649915.682        6155747.868       
NODO4320         5650072.687        6155610.006       
NODO4322         5650141.676        6155832.345       
NODO4324         5650242.141        6155937.129       
NODO4325         5650118.462        6154470.761       
NODO4328         5649243.856        6147693.081       
NODO4329         5649315.376        6147735.671       
NODO4330         5650229.784        6149294.609       
NODO4331         5650176.607        6149381.076       
NODO4332         5650697.690        6154063.558       
NODO4335         5650276.176        6152791.782       
NODO4338         5650142.380        6153029.375       
NODO4340         5650738.140        6153051.209       
NODO4342         5650540.307        6152936.857       
NODO4344         5650395.586        6152830.066       
NODO4345         5650853.179        6153117.189       
NODO4346         5651250.201        6153344.896       
NODO4348         5651051.690        6153231.042       
NODO4350         5649419.155        6152738.241       
NODO4352         5649625.036        6152856.246       
NODO4354         5649216.569        6153818.424       
NODO4355         5649711.855        6154351.820       
NODO4356         5649765.718        6154260.253       
NODO4357         5649816.327        6154176.474       
NODO4359         5650119.302        6154113.621       
NODO4360         5649357.042        6152954.690       
NODO4361         5649372.541        6153058.966       
NODO4362         5649388.040        6153163.242       
NODO4363         5649361.150        6152246.259       
NODO4365         5649388.962        6152381.278       
NODO4367         5649289.944        6152534.643       
NODO4370         5649328.230        6152793.408       
NODO4371         5649343.308        6152870.131       
NODO4372         5649523.560        6152548.156       
NODO4375         5650349.137        6152664.721       
NODO4377         5650179.333        6152737.080       
NODO4380         5650044.063        6152976.332       
NODO4382         5650553.076        6152309.562       
NODO4385         5650340.796        6152059.222       
NODO4386         5650287.825        6152151.039       
NODO4388         5650473.203        6152261.827       
NODO4389         5648490.659        6151564.205       
NODO4391         5648616.418        6151644.055       
NODO4393         5648737.272        6151443.547       
NODO4394         5648538.334        6151188.302       
NODO4396         5648694.484        6151279.136       
NODO4397         5648800.054        6151340.547       
NODO4398         5649723.283        6152299.189       
NODO4399         5649953.736        6152150.493       
NODO4401         5650205.325        6152301.713       
NODO4403         5649610.865        6151396.756       
NODO4405         5649811.418        6151510.554       
NODO4406         5649217.550        6154182.752       
NODO4409         5649477.307        6154331.858       
